id,refseq,uniprot,gene,chrom,start,end
A_33_P3230738,ENST00000470649,,,,,
A_33_P3230748,ENST00000532473,,,,,
A_33_P3230788,ENST00000374440,,,,,
A_33_P3230798,ENST00000374441,,,,,
A_33_P3230818,NM_001251973,,,,,
A_33_P3230822,NM_001195187,,,,,
A_33_P3230837,NR_003006,,,,,
A_33_P3230841,NM_001003892,Q68J44,,,,
A_33_P3230876,NM_001004127,Q2TAA5,,,,
A_33_P3230881,NM_032834,Q5BKT4,,,,
A_33_P3230886,NM_001001964,Q8NH01,,,,
A_33_P3230926,AK127488,,,,,
A_33_P3230948,NR_002825,,,,,
A_33_P3230951,NR_024059,,,,,
A_33_P3230976,NM_002726,B2RAH7,,,,
A_33_P3230985,XR_110535,,,,,
A_33_P3230990,NM_173050,A0JP65,,,,
A_33_P3230995,ENST00000517697,,,,,
A_33_P3231005,A_33_P3231005,,,,,
A_33_P3231047,NM_001142683,,,,,
A_33_P3231065,ENST00000407893,,,,,
A_33_P3231076,NR_024477,,,,,
A_33_P3231086,THC2631347,,,,,
A_33_P3231090,BC098585,,,,,
A_33_P3231110,NM_006537,Q9Y6I4,,,,
A_33_P3231120,NM_022900,Q8WZ77,,,,
A_33_P3231140,NM_001167882,Q8TB46,,,,
A_33_P3231156,ENST00000379816,,,,,
A_33_P3231157,ENST00000463480,,,,,
A_33_P3231162,NM_173632,B2RN90,,,,
A_33_P3231187,NM_001167,P98170,,,,
A_33_P3231242,A_33_P3231242,,,,,
A_33_P3231247,A_33_P3231247,,,,,
A_33_P3231252,NM_005599,A0A024R0I7,,,,
A_33_P3231262,NR_034107,,,,,
A_33_P3231267,BC041894,,,,,
A_33_P3231277,NM_181054,Q16665,,,,
A_33_P3231297,NM_003851,O75629,,,,
A_33_P3231319,A_33_P3231319,,,,,
A_33_P3231342,A_33_P3231342,,,,,
A_33_P3231352,AK022088,,,,,
A_33_P3231357,NM_032551,Q969F8,,,,
A_33_P3231363,ENST00000424861,,,,,
A_33_P3231367,NM_013236,Q9UBB4,,,,
A_33_P3231382,ENST00000313865,,,,,
A_33_P3231407,ENST00000368135,,,,,
A_33_P3231414,NM_006669,A0A0B4J1W1,,,,
A_33_P3231428,AK126714,,,,,
A_33_P3231432,NM_001174097,,,,,
A_33_P3231437,A_33_P3231437,,,,,
A_33_P3231447,NM_000210,P23229,,,,
A_33_P3231472,NM_014506,O14657,,,,
A_33_P3231486,ENST00000301171,,,,,
A_33_P3231493,ENST00000412510,,,,,
A_33_P3231542,NM_006885,Q15911,,,,
A_33_P3231557,NM_003671,,,,,
A_33_P3231562,A_33_P3231562,,,,,
A_33_P3231572,AK095012,,,,,
A_33_P3231602,NM_152484,A0A024R0G4,,,,
A_33_P3231613,NM_001129828,Q9Y5P2,,,,
A_33_P3231631,NM_001005216,O76001,,,,
A_33_P3231645,THC2701566,,,,,
A_33_P3231653,NM_016548,B3KNK9,,,,
A_33_P3231670,NM_031297,Q9H0X6,,,,
A_33_P3231677,A_33_P3231677,,,,,
A_33_P3231695,NM_022103,Q5HYK9,,,,
A_33_P3231700,ENST00000333952,,,,,
A_33_P3231705,NM_182609,Q86XU0,,,,
A_33_P3231715,NM_001005512,Q6IF82,,,,
A_33_P3231727,AK090928,,,,,
A_33_P3231739,NM_017770,A0A024QZV3,,,,
A_33_P3231750,NR_027130,,,,,
A_33_P3231761,A_33_P3231761,,,,,
A_33_P3231771,NR_038443,,,,,
A_33_P3231814,BC030764,,,,,
A_33_P3231820,NM_001002036,Q6HA08,,,,
A_33_P3231833,ENST00000372531,,,,,
A_33_P3231858,NR_024435,,,,,
A_33_P3231878,NM_002645,L7RRS0,,,,
A_33_P3231888,NM_020199,Q8NC54,,,,
A_33_P3231908,NM_006236,P20264,,,,
A_33_P3231923,ENST00000409590,,,,,
A_33_P3231950,THC2665222,,,,,
A_33_P3231953,NM_004370,Q99715,,,,
A_33_P3231981,NM_007262,Q99497,,,,
A_33_P3232006,NM_014235,P11441,,,,
A_33_P3232011,NM_022449,A0A024R4A4,,,,
A_33_P3232032,NR_024081,,,,,
A_33_P3232038,NM_001204513,A0A0A6YYG8,,,,
A_33_P3232047,NM_030969,A0A024QZV7,,,,
A_33_P3232066,A_33_P3232066,,,,,
A_33_P3232080,NM_020406,A0A087WVM2,,,,
A_33_P3232086,ENST00000378007,,,,,
A_33_P3232120,ENST00000371468,,,,,
A_33_P3232173,ENST00000338910,,,,,
A_33_P3232193,ENST00000394156,,,,,
A_33_P3232203,ENST00000478615,,,,,
A_33_P3232204,XR_110259,,,,,
A_33_P3232214,A_33_P3232214,,,,,
A_33_P3232269,AB064670,,,,,
A_33_P3232273,THC2600547,,,,,
A_33_P3232277,NM_004060,P51959,,,,
A_33_P3232280,NM_018164,Q9NVM9,,,,
A_33_P3232290,NM_001030013,P0C0P6,,,,
A_33_P3232294,NM_002223,Q14571,,,,
A_33_P3232319,NM_001161528,A4D1F6,,,,
A_33_P3232334,ENST00000430461,,,,,
A_33_P3232339,XR_109159,,,,,
A_33_P3232354,NM_183242,Q5XKL5,,,,
A_33_P3232363,NR_002762,,,,,
A_33_P3232393,XR_109738,,,,,
A_33_P3232403,NR_015356,,,,,
A_33_P3232458,NM_024692,B7Z936,,,,
A_33_P3232478,NM_000722,P54289,,,,
A_33_P3232493,AK130794,,,,,
A_33_P3232498,NM_001029883,A6NGG8,,,,
A_33_P3232504,NM_199001,A8MQ03,,,,
A_33_P3232508,NM_003073,Q12824,,,,
A_33_P3232516,NM_001080443,,,,,
A_33_P3232523,ENST00000328429,,,,,
A_33_P3232527,NM_025191,A0A024R931,,,,
A_33_P3232532,NM_025191,A0A024R931,,,,
A_33_P3232544,A_33_P3232544,,,,,
A_33_P3232552,NM_000857,Q02153,,,,
A_33_P3232557,NM_001080418,O95886,,,,
A_33_P3232562,NM_005610,Q09028,,,,
A_33_P3232624,NR_033908,,,,,
A_33_P3232627,ENST00000290144,,,,,
A_33_P3232637,A_33_P3232637,,,,,
A_33_P3232643,A_33_P3232643,,,,,
A_33_P3232644,A_33_P3232644,,,,,
A_33_P3232655,NM_000823,A0A090N8Y6,,,,
A_33_P3232677,ENST00000428118,,,,,
A_33_P3232682,A_33_P3232682,,,,,
A_33_P3232688,ENST00000381524,,,,,
A_33_P3232692,NM_001185156,Q13007,,,,
A_33_P3232702,XR_111243,,,,,
A_33_P3232707,XR_111243,,,,,
A_33_P3232742,A_33_P3232742,,,,,
A_33_P3232778,NM_001099790,,,,,
A_33_P3232798,NM_025151,,,,,
A_33_P3232828,NM_003017,B2R6F3,,,,
A_33_P3232861,ENST00000444375,,,,,
A_33_P3232871,NM_001167670,Q8WW34,,,,
A_33_P3232930,NR_040077,,,,,
A_33_P3232937,NR_040077,,,,,
A_33_P3232945,NM_005242,P55085,,,,
A_33_P3232955,NM_003950,Q96RI0,,,,
A_33_P3232960,NM_001010870,O60522,,,,
A_33_P3232965,NM_001010870,O60522,,,,
A_33_P3232980,NM_031417,,,,,
A_33_P3232993,NM_001039469,,,,,
A_33_P3232995,NM_198795,Q9BXT4,,,,
A_33_P3233000,A_33_P3233000,,,,,
A_33_P3233005,NM_017643,Q05BQ5,,,,
A_33_P3233010,NM_001242867,P43630,,,,
A_33_P3233025,NM_001135995,B4DYC7,,,,
A_33_P3233030,A_33_P3233030,,,,,
A_33_P3233040,NM_080475,A9UKE9,,,,
A_33_P3233050,AK124895,,,,,
A_33_P3233055,BF515046,,,,,
A_33_P3233060,AF130057,,,,,
A_33_P3233070,XM_003118688,,,,,
A_33_P3233081,NM_002441,A0A024RCM1,,,,
A_33_P3233085,A_33_P3233085,,,,,
A_33_P3233099,NM_015320,,,,,
A_33_P3233100,A_33_P3233100,,,,,
A_33_P3233105,NM_001207008,P55196,,,,
A_33_P3233125,NM_002779,A5PKW4,,,,
A_33_P3233135,NM_001199866,,,,,
A_33_P3233150,NM_023072,Q9H7M6,,,,
A_33_P3233160,NM_080667,Q96G28,,,,
A_33_P3233165,AK309764,,,,,
A_33_P3233170,AK074630,,,,,
A_33_P3233189,NM_001144871,A8MXK1,,,,
A_33_P3233219,NM_005285,H9NIL7,,,,
A_33_P3233229,A_33_P3233229,,,,,
A_33_P3233250,NM_001045479,,,,,
A_33_P3233273,NM_001142928,A0A090N7W5,,,,
A_33_P3233304,XM_001721240,,,,,
A_33_P3233318,XM_001714957,,,,,
A_33_P3233328,NM_001001917,Q8NGH5,,,,
A_33_P3233368,NR_033919,,,,,
A_33_P3233378,ENST00000391545,,,,,
A_33_P3233404,ENST00000390400,,,,,
A_33_P3233436,NM_001170944,,,,,
A_33_P3233437,A_33_P3233437,,,,,
A_33_P3233440,THC2537043,,,,,
A_33_P3233459,NR_033978,,,,,
A_33_P3233489,ENST00000422305,,,,,
A_33_P3233499,NR_026773,,,,,
A_33_P3233546,A_33_P3233546,,,,,
A_33_P3233550,NM_020532,Q9NQC3,,,,
A_33_P3233560,ENST00000368774,,,,,
A_33_P3233565,NM_000375,P10746,,,,
A_33_P3233580,AK125675,,,,,
A_33_P3233608,NM_145664,,,,,
A_33_P3233620,ENST00000356822,,,,,
A_33_P3233645,NM_005950,P13640,,,,
A_33_P3233649,NM_001085411,Q4G0N4,,,,
A_33_P3233659,NM_001104546,,,,,
A_33_P3233666,NM_001104546,,,,,
A_33_P3233700,NR_024561,,,,,
A_33_P3233731,A_33_P3233731,,,,,
A_33_P3233749,XR_108302,,,,,
A_33_P3233754,NM_001085384,A0A024R4Q0,,,,
A_33_P3233764,NM_004690,O95835,,,,
A_33_P3233774,NM_001032292,,,,,
A_33_P3233784,NM_001001663,A0A0C4DG04,,,,
A_33_P3233814,NM_001099852,Q5VT98,,,,
A_33_P3233819,A_33_P3233819,,,,,
A_33_P3233834,NM_001190981,A0A0A0N0L2,,,,
A_33_P3233841,NM_002184,Q17RA0,,,,
A_33_P3233843,NM_001190981,A0A0A0N0L2,,,,
A_33_P3233869,ENST00000437267,,,,,
A_33_P3233871,NM_000505,P00748,,,,
A_33_P3233886,XR_132638,,,,,
A_33_P3233891,NM_006947,O76094,,,,
A_33_P3233906,NM_005855,O60894,,,,
A_33_P3233916,NM_017508,P35712,,,,
A_33_P3233947,NM_198076,B3KM21,,,,
A_33_P3233953,A_33_P3233953,,,,,
A_33_P3233956,NR_040076,,,,,
A_33_P3233978,NM_178150,Q8NFZ0,,,,
A_33_P3233981,NM_002482,P49321,,,,
A_33_P3233995,ENST00000330955,,,,,
A_33_P3234010,NR_027754,,,,,
A_33_P3234015,NM_014240,Q9UGP4,,,,
A_33_P3234020,NM_004884,Q8IVU1,,,,
A_33_P3234025,ENST00000412667,,,,,
A_33_P3234031,AK125981,,,,,
A_33_P3234043,ENST00000397814,,,,,
A_33_P3234048,AK125681,,,,,
A_33_P3234060,NM_207366,Q6ZU15,,,,
A_33_P3234088,A_33_P3234088,,,,,
A_33_P3234103,NM_014712,O15047,,,,
A_33_P3234108,A_33_P3234108,,,,,
A_33_P3234118,NM_001166599,,,,,
A_33_P3234124,ENST00000481917,,,,,
A_33_P3234138,NR_036433,,,,,
A_33_P3234168,NM_178812,A0A024R9D2,,,,
A_33_P3234197,NM_025188,Q9H8W5,,,,
A_33_P3234202,NM_004944,A0A024R365,,,,
A_33_P3234222,NM_001010873,Q5TGU0,,,,
A_33_P3234267,AK131364,,,,,
A_33_P3234277,NM_001242524,,,,,
A_33_P3234292,NM_001166663,,,,,
A_33_P3234303,ENST00000379123,,,,,
A_33_P3234317,NM_012250,P62070,,,,
A_33_P3234347,NM_001171689,,,,,
A_33_P3234377,A_33_P3234377,,,,,
A_33_P3234402,A_33_P3234402,,,,,
A_33_P3234410,THC2587207,,,,,
A_33_P3234442,A_33_P3234442,,,,,
A_33_P3234447,XM_001721446,,,,,
A_33_P3234457,ENST00000542061,,,,,
A_33_P3234472,NR_034124,,,,,
A_33_P3234482,A_33_P3234482,,,,,
A_33_P3234487,NM_001039182,Q9H3K6,,,,
A_33_P3234490,NM_001039182,Q9H3K6,,,,
A_33_P3234515,NR_034100,,,,,
A_33_P3234521,AK123202,,,,,
A_33_P3234530,NM_001039664,,,,,
A_33_P3234540,A_33_P3234540,,,,,
A_33_P3234546,NM_004931,,,,,
A_33_P3234550,XM_003119910,,,,,
A_33_P3234555,A_33_P3234555,,,,,
A_33_P3234571,NM_145109,P46734,,,,
A_33_P3234580,NM_000050,P00966,,,,
A_33_P3234593,ENST00000401491,,,,,
A_33_P3234635,NM_178493,Q6P988,,,,
A_33_P3234641,A_33_P3234641,,,,,
A_33_P3234643,NM_017905,A0A024RE09,,,,
A_33_P3234657,NM_173814,Q2VWP7,,,,
A_33_P3234667,NM_003439,P17029,,,,
A_33_P3234678,NR_026801,,,,,
A_33_P3234697,NM_020169,Q9BS40,,,,
A_33_P3234746,A_33_P3234746,,,,,
A_33_P3234764,AK130920,,,,,
A_33_P3234794,NM_001164431,,,,,
A_33_P3234804,NM_032783,Q8N4T8,,,,
A_33_P3234809,NM_003466,Q06710,,,,
A_33_P3234814,A_33_P3234814,,,,,
A_33_P3234849,NM_007124,P46939,,,,
A_33_P3234855,NM_007124,P46939,,,,
A_33_P3234859,NM_007124,P46939,,,,
A_33_P3234864,NM_007124,P46939,,,,
A_33_P3234882,NM_002725,P51888,,,,
A_33_P3234899,NM_002795,P49720,,,,
A_33_P3234939,NM_006631,A0A024R7B6,,,,
A_33_P3234949,NM_017551,A8KAN9,,,,
A_33_P3234984,NM_031473,,,,,
A_33_P3234989,NM_014055,A0A024RBJ1,,,,
A_33_P3235004,NM_005964,P35580,,,,
A_33_P3235009,NM_001242415,,,,,
A_33_P3235029,ENST00000555016,,,,,
A_33_P3235034,ENST00000321930,,,,,
A_33_P3235043,NM_001004342,Q6ZTA4,,,,
A_33_P3235048,NM_001146162,I1YAP6,,,,
A_33_P3235053,NM_033452,Q96LD4,,,,
A_33_P3235078,NM_001134855,,,,,
A_33_P3235098,NM_001009610,,,,,
A_33_P3235117,NR_040084,,,,,
A_33_P3235132,AK127783,,,,,
A_33_P3235137,NM_031309,Q9BWW7,,,,
A_33_P3235142,A_33_P3235142,,,,,
A_33_P3235147,NM_005221,P56178,,,,
A_33_P3235162,A_33_P3235162,,,,,
A_33_P3235177,NM_144993,,,,,
A_33_P3235184,A_33_P3235184,,,,,
A_33_P3235189,NM_152345,A0A024QZ29,,,,
A_33_P3235204,NM_032213,,,,,
A_33_P3235207,NM_018018,A0A024R0X7,,,,
A_33_P3235213,NM_173799,Q495A1,,,,
A_33_P3235217,NM_001905,P17812,,,,
A_33_P3235247,XR_109158,,,,,
A_33_P3235262,NM_001135219,Q5T9C9,,,,
A_33_P3235282,XR_110095,,,,,
A_33_P3235321,NM_032872,Q8IYJ3,,,,
A_33_P3235322,NM_032872,Q8IYJ3,,,,
A_33_P3235330,NM_021090,Q13615,,,,
A_33_P3235335,NM_021090,Q13615,,,,
A_33_P3235340,NM_006773,A0A024RAH8,,,,
A_33_P3235360,A_33_P3235360,,,,,
A_33_P3235370,NM_021061,B3KNS9,,,,
A_33_P3235390,NM_024818,Q9GZZ9,,,,
A_33_P3235400,NM_004494,P51858,,,,
A_33_P3235410,ENST00000326961,,,,,
A_33_P3235420,NM_201431,Q6ZTQ3,,,,
A_33_P3235432,ENST00000460133,,,,,
A_33_P3235454,THC2542270,,,,,
A_33_P3235491,A_33_P3235491,,,,,
A_33_P3235496,ENST00000457108,,,,,
A_33_P3235521,A_33_P3235521,,,,,
A_33_P3235531,NM_001766,P15813,,,,
A_33_P3235546,NM_014747,Q9UJD0,,,,
A_33_P3235561,ENST00000264203,,,,,
A_33_P3235562,NM_001206540,,,,,
A_33_P3235568,NM_001206540,,,,,
A_33_P3235611,NM_080669,A0A024QZ15,,,,
A_33_P3235631,ENST00000390244,,,,,
A_33_P3235640,NM_001193273,B4DLF8,,,,
A_33_P3235642,NM_001193272,,,,,
A_33_P3235677,THC2775571,,,,,
A_33_P3235690,NM_001081550,Q8NI27,,,,
A_33_P3235701,ENST00000371541,,,,,
A_33_P3235706,BC048301,,,,,
A_33_P3235716,NM_080861,Q6PJ21,,,,
A_33_P3235721,NM_207645,Q6NUJ2,,,,
A_33_P3235731,AF370371,,,,,
A_33_P3235761,NR_024349,,,,,
A_33_P3235766,NM_001076786,B3KWV1,,,,
A_33_P3235776,BX640728,,,,,
A_33_P3235806,ENST00000520426,,,,,
A_33_P3235816,NR_002833,,,,,
A_33_P3235831,A_33_P3235831,,,,,
A_33_P3235841,NR_033396,,,,,
A_33_P3235856,NM_006914,Q58EY0,,,,
A_33_P3235876,ENST00000390632,,,,,
A_33_P3235880,NM_001039397,Q2M2D7,,,,
A_33_P3235891,AK128523,,,,,
A_33_P3235900,NM_001195272,,,,,
A_33_P3235905,A_33_P3235905,,,,,
A_33_P3235925,NM_024653,A0A024QYV5,,,,
A_33_P3235940,NM_001012964,A0A024R4J8,,,,
A_33_P3235975,NM_032343,Q9BRQ6,,,,
A_33_P3235987,NM_006223,Q9Y237,,,,
A_33_P3235990,NM_007039,Q16825,,,,
A_33_P3236020,NM_138379,Q96H15,,,,
A_33_P3236030,ENST00000509709,,,,,
A_33_P3236035,BC053678,,,,,
A_33_P3236046,AK130276,,,,,
A_33_P3236065,NM_016509,Q9P126,,,,
A_33_P3236071,NM_016509,Q9P126,,,,
A_33_P3236077,NM_001079827,A0PK11,,,,
A_33_P3236082,NM_001129765,Q15738,,,,
A_33_P3236102,NM_203434,Q5T953,,,,
A_33_P3236109,NM_000275,Q04671,,,,
A_33_P3236117,A_33_P3236117,,,,,
A_33_P3236122,ENST00000425104,,,,,
A_33_P3236133,NM_018130,Q6PI26,,,,
A_33_P3236137,NM_032821,,,,,
A_33_P3236152,A_33_P3236152,,,,,
A_33_P3236157,NM_003362,E5KTA6,,,,
A_33_P3236177,NM_001145,P03950,,,,
A_33_P3236213,XM_001713926,,,,,
A_33_P3236218,XM_001715028,,,,,
A_33_P3236222,XM_001715032,,,,,
A_33_P3236247,THC2500874,,,,,
A_33_P3236259,ENST00000452342,,,,,
A_33_P3236267,NM_172239,,,,,
A_33_P3236272,NM_001173539,B4DE54,,,,
A_33_P3236297,NM_134431,A0A024RAT5,,,,
A_33_P3236310,NM_001080413,O60393,,,,
A_33_P3236316,NR_037596,,,,,
A_33_P3236319,XM_001719518,,,,,
A_33_P3236322,AK128005,,,,,
A_33_P3236327,AK128005,,,,,
A_33_P3236340,AF289593,,,,,
A_33_P3236382,NM_005159,B3KPP5,,,,
A_33_P3236392,NM_030916,K4PZ75,,,,
A_33_P3236403,NM_007056,A0A0A0MQS2,,,,
A_33_P3236412,NR_040115,,,,,
A_33_P3236416,NM_001004334,A0A087X0K8,,,,
A_33_P3236426,AK131514,,,,,
A_33_P3236436,NM_001080531,C9J302,,,,
A_33_P3236441,NM_144972,Q6ZMR3,,,,
A_33_P3236516,A_33_P3236516,,,,,
A_33_P3236517,NM_152401,Q8N4E4,,,,
A_33_P3236558,NM_019118,Q8WY98,,,,
A_33_P3236563,NM_001161473,,,,,
A_33_P3236568,NM_178430,Q5TA82,,,,
A_33_P3236591,NM_001013838,Q6F5E8,,,,
A_33_P3236628,ENST00000378196,,,,,
A_33_P3236632,NM_198551,Q5JRA6,,,,
A_33_P3236642,NM_198551,Q5JRA6,,,,
A_33_P3236646,NM_198551,Q5JRA6,,,,
A_33_P3236651,NM_145185,O14733,,,,
A_33_P3236656,NM_133498,Q8TDM5,,,,
A_33_P3236661,BC150296,,,,,
A_33_P3236676,NM_001012993,A8K2L3,,,,
A_33_P3236686,AF461897,,,,,
A_33_P3236698,AK292218,,,,,
A_33_P3236703,NM_001244752,,,,,
A_33_P3236724,NM_138964,Q8TCW9,,,,
A_33_P3236734,NM_001204118,Q6ZS10,,,,
A_33_P3236748,XR_111551,,,,,
A_33_P3236778,A_33_P3236778,,,,,
A_33_P3236798,NM_080823,Q9H3Y6,,,,
A_33_P3236813,NM_006143,Q15760,,,,
A_33_P3236833,NM_005288,A8K2F5,,,,
A_33_P3236846,NM_001161415,Q13304,,,,
A_33_P3236858,NM_001042454,O43294,,,,
A_33_P3236868,NM_005952,P80297,,,,
A_33_P3236881,NM_001204088,P41271,,,,
A_33_P3236902,ENST00000483366,,,,,
A_33_P3236906,NR_026805,,,,,
A_33_P3236921,NM_001618,A0A024R3T8,,,,
A_33_P3236955,BE782190,,,,,
A_33_P3236986,ENST00000369884,,,,,
A_33_P3236993,NM_001670,O00192,,,,
A_33_P3237000,NM_001010904,Q5SZD4,,,,
A_33_P3237005,NR_002438,,,,,
A_33_P3237050,NM_001004712,Q8NGD5,,,,
A_33_P3237096,NM_001243195,,,,,
A_33_P3237110,NM_001099652,B3KW22,,,,
A_33_P3237125,NM_138797,Q6NXT1,,,,
A_33_P3237135,NM_004530,A0A024R6R4,,,,
A_33_P3237150,NM_001200,C8C060,,,,
A_33_P3237201,NM_001135805,,,,,
A_33_P3237207,NM_001144994,A6NCS6,,,,
A_33_P3237210,AF445025,,,,,
A_33_P3237215,NM_033506,A4D2D3,,,,
A_33_P3237220,NM_033506,A4D2D3,,,,
A_33_P3237225,NM_152231,A0A024R653,,,,
A_33_P3237235,NM_001014765,A0A024R4F9,,,,
A_33_P3237250,NM_001029964,,,,,
A_33_P3237257,CD359326,,,,,
A_33_P3237260,NM_198498,Q8IXP5,,,,
A_33_P3237266,ENST00000428056,,,,,
A_33_P3237270,ENST00000446887,,,,,
A_33_P3237344,A_33_P3237344,,,,,
A_33_P3237359,NM_005342,O15347,,,,
A_33_P3237364,XR_132715,,,,,
A_33_P3237379,NM_004976,Q3KNS8,,,,
A_33_P3237393,NM_003440,P52738,,,,
A_33_P3237403,NM_173531,Q8IYN0,,,,
A_33_P3237413,AK124190,,,,,
A_33_P3237482,NM_145027,Q6ZMV9,,,,
A_33_P3237487,ENST00000424895,,,,,
A_33_P3237492,ENST00000418165,,,,,
A_33_P3237507,ENST00000531445,,,,,
A_33_P3237517,ENST00000369578,,,,,
A_33_P3237522,CB215009,,,,,
A_33_P3237542,NM_021046,O75690,,,,
A_33_P3237552,NM_032843,Q8N539,,,,
A_33_P3237567,ENST00000464610,,,,,
A_33_P3237574,NM_001242758,P30443,,,,
A_33_P3237580,NM_001242791,Q6ZSH9,,,,
A_33_P3237590,AK123396,,,,,
A_33_P3237605,A_33_P3237605,,,,,
A_33_P3237634,NM_004089,Q99576,,,,
A_33_P3237644,NM_001145053,,,,,
A_33_P3237664,ENST00000459625,,,,,
A_33_P3237669,NM_144688,Q8N6L0,,,,
A_33_P3237674,ENST00000478163,,,,,
A_33_P3237699,NM_022780,Q9H871,,,,
A_33_P3237704,XR_132823,,,,,
A_33_P3237709,AK098514,,,,,
A_33_P3237714,ENST00000448948,,,,,
A_33_P3237719,A_33_P3237719,,,,,
A_33_P3237729,NM_003687,P50479,,,,
A_33_P3237734,NM_001040261,,,,,
A_33_P3237744,NM_001199824,P0C264,,,,
A_33_P3237760,THC2552980,,,,,
A_33_P3237775,NM_005693,B4DXU5,,,,
A_33_P3237784,NM_203473,Q9H237,,,,
A_33_P3237804,AL109667,,,,,
A_33_P3237819,A_33_P3237819,,,,,
A_33_P3237835,A_33_P3237835,,,,,
A_33_P3237850,ENST00000383038,,,,,
A_33_P3237854,NR_027012,,,,,
A_33_P3237859,NR_027013,,,,,
A_33_P3237874,NM_001100620,,,,,
A_33_P3237879,AK131480,,,,,
A_33_P3237886,AK131480,,,,,
A_33_P3237891,ENST00000409922,,,,,
A_33_P3237894,ENST00000410098,,,,,
A_33_P3237899,NM_004067,P52757,,,,
A_33_P3237905,A_33_P3237905,,,,,
A_33_P3237927,NM_001164741,P98171,,,,
A_33_P3237944,NM_004722,O00189,,,,
A_33_P3237948,NM_001008536,Q5QJ38,,,,
A_33_P3237977,NM_197958,,,,,
A_33_P3238007,NM_178043,,,,,
A_33_P3238032,NM_001042784,Q5M9N0,,,,
A_33_P3238052,NM_013300,Q8WUB2,,,,
A_33_P3238058,NR_027181,,,,,
A_33_P3238074,NM_019008,A0A024R1L3,,,,
A_33_P3238148,ENST00000343318,,,,,
A_33_P3238157,NM_078471,Q92614,,,,
A_33_P3238166,NM_012293,Q92626,,,,
A_33_P3238171,NM_013373,Q9ULC8,,,,
A_33_P3238177,NM_001007094,P17032,,,,
A_33_P3238182,NR_026772,,,,,
A_33_P3238196,NM_006954,,,,,
A_33_P3238201,AK093166,,,,,
A_33_P3238215,NM_014900,Q53SF7,,,,
A_33_P3238225,THC2512536,,,,,
A_33_P3238230,ENST00000506396,,,,,
A_33_P3238250,NM_016946,Q6FIB4,,,,
A_33_P3238280,NM_031913,A0FGR9,,,,
A_33_P3238285,NR_002725,,,,,
A_33_P3238290,NM_080829,Q96MK2,,,,
A_33_P3238295,NR_026788,,,,,
A_33_P3238305,ENST00000399926,,,,,
A_33_P3238310,NM_020152,B0EVZ6,,,,
A_33_P3238315,NM_006462,,,,,
A_33_P3238323,NM_031229,,,,,
A_33_P3238325,A_33_P3238325,,,,,
A_33_P3238330,NM_176782,Q8WW52,,,,
A_33_P3238335,ENST00000370587,,,,,
A_33_P3238355,ENST00000440802,,,,,
A_33_P3238375,AK097502,,,,,
A_33_P3238390,XM_001717714,,,,,
A_33_P3238402,A_33_P3238402,,,,,
A_33_P3238410,NM_002972,A0A024R4Z9,,,,
A_33_P3238415,NM_001080554,G3XAB9,,,,
A_33_P3238425,NM_207420,Q6PXP3,,,,
A_33_P3238433,NM_001135168,,,,,
A_33_P3238455,NR_034009,,,,,
A_33_P3238461,A_33_P3238461,,,,,
A_33_P3238479,ENST00000381503,,,,,
A_33_P3238484,NM_014974,Q86XV3,,,,
A_33_P3238493,NM_014974,Q86XV3,,,,
A_33_P3238521,ENST00000307499,,,,,
A_33_P3238525,BC015443,,,,,
A_33_P3238529,THC2566752,,,,,
A_33_P3238533,NM_001105528,,,,,
A_33_P3238543,NR_015454,,,,,
A_33_P3238548,NM_025041,Q3SXR2,,,,
A_33_P3238573,NM_014856,O75064,,,,
A_33_P3238579,X56665,,,,,
A_33_P3238596,ENST00000445098,,,,,
A_33_P3238606,ENST00000431582,,,,,
A_33_P3238611,A_33_P3238611,,,,,
A_33_P3238623,NR_034113,,,,,
A_33_P3238626,AK123491,,,,,
A_33_P3238636,NM_001085447,B4DX81,,,,
A_33_P3238651,NM_001039783,Q6F5E7,,,,
A_33_P3238671,NM_152504,Q8IYI0,,,,
A_33_P3238685,NM_001127208,,,,,
A_33_P3238690,NM_001127208,,,,,
A_33_P3238773,A_33_P3238773,,,,,
A_33_P3238777,NR_028324,,,,,
A_33_P3238785,NR_024499,,,,,
A_33_P3238802,A_33_P3238802,,,,,
A_33_P3238815,ENST00000417257,,,,,
A_33_P3238820,A_33_P3238820,,,,,
A_33_P3238856,NM_001001715,,,,,
A_33_P3238866,NM_016038,Q9Y3A5,,,,
A_33_P3238895,AF274942,,,,,
A_33_P3238920,NM_001243195,,,,,
A_33_P3238941,NM_147195,Q8IVF6,,,,
A_33_P3238944,A_33_P3238944,,,,,
A_33_P3238966,NM_017921,A0A024R8R4,,,,
A_33_P3238969,NM_001080488,O60422,,,,
A_33_P3238976,NM_020810,Q32P41,,,,
A_33_P3238978,NM_139214,Q8IUE0,,,,
A_33_P3238993,NM_001135187,P52594,,,,
A_33_P3238997,NM_001135187,P52594,,,,
A_33_P3239037,ENST00000374801,,,,,
A_33_P3239052,NR_003574,,,,,
A_33_P3239084,NM_201400,Q96G04,,,,
A_33_P3239087,XR_112085,,,,,
A_33_P3239101,NM_001164465,,,,,
A_33_P3239102,A_33_P3239102,,,,,
A_33_P3239112,ENST00000375290,,,,,
A_33_P3239122,ENST00000372550,,,,,
A_33_P3239123,ENST00000372550,,,,,
A_33_P3239134,NR_024592,,,,,
